Row	ID	AllWeights	AllProperties
145	WS26150	1 בינוני (6 ס מ)=110|1.5 כף (קצוצים)=15|0.2 קטן=14|1 גדול=150|1 כוס (קצוצים)=160|1 כוס (פרוסות)=115|1 פרוסה גדולה (1 ס מ)=38|1 פרוסה בינונית=14|1 פרוסה דק=9|10 טבעות=60	0340|041.1|050.1|069.35|071.7|084.25|090.05|1223|130.2|14145|154|177.4
146	WS28433	1 בינוני=61|1 גדול (7 עד 21 ס מ)=72|1 קטן (14 ס מ)=50|0.5 כוס (מגוררת)=55|1 פרוסה=3|1 כוס (רצועות או פרוסות)=120|1 רצועת בינונית (רצועות או פרוסות)=4|1 כוס (קצוצים)=130	0341|040.95|050.25|069.6|072.8|084.75|090.05|110.1|1233|130.3|14320|1569|175.9
147	WS32877	1 מיכל בינוני=185|1 מיכל קטן=125	0384|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
148	WS25526	1 פרוסה=25|2 פרוסות=16.5|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03260|0411.5|053.3|0650.5|074.3
149	WS44333	1 בינוני טריז (מלון 1/8)=69|1 טריז גדול (מלון 1/8)=100|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0336|040.6|050.15|067.55|070.4|086.2|100.05|110.05|127|130.25|14110|151|178.1
150	WS25526	1 פרוסה=25|2 פרוסות=16.5|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03260|0411.5|053.3|0650.5|074.3
151	WS52346	100 גרמים	03320|0410|052|0679|0717.5|0817|090.4|100.5|111.1|1252|1362|14590|15715|17205|183.5
152	WS26069	1 כפות|1 כפיות	03900|05100|0913|1066.5|118|121|130.1|151
153	WS39942	0.1 כוס קטן=18|1 קוביות=240|1 כוס גדול=355|1 בונבון=12.5|1.3 שק=335|1 כוסות|0.1 קוביה	0385|043.2|053.3|0613|070.7|089.55|091.2|100.45|110.1|12110|130.25|14170|1566|168|181.2
154	WS31994	1 בר=43|0.1 כוסות	03470|0411|0519.5|0663|074.7|0825.5|0910.5|104|113.7|1265|133.45|14385|15190|171.05
155	WS34504	1 גליל (9 ס מ)=57|1 גליל (כיכר 7 ס מ)=60|0.7 גדול לגלגל (כיכר 7 ס מ)=58	03295|049.9|054.3|0652.5|072.3|081.75|090.6|101.15|111.7|1295|133.3|14110|15545
156	WS50015	0.2 כוס (קצוצים)=12|10 גבעולי=10|1 כפות	0336|042.95|050.8|066.35|073.3|080.85|090.15|100.3|110.1|12140|136.2|14555|1556|17135
157	WS26252	0.3 כוסות	03380|0413|056.6|0668.5|0710|081.15|091.2|102.1|112.35|12140|1310|14365|1568
158	WS28726	23 גרעינים=28.5|1 שבעה שקדים=28.5|1 כוסות|1 גביע (הקרקע)=95|1 כוס (פרוסות)=92	03555|0421|0549.5|0621.5|0712|083.9|093.75|1031|1112|12265|133.7|14705|151
159	WS50015	0.2 כוס (קצוצים)=12|10 גבעולי=10|1 כפות	0336|042.95|050.8|066.35|073.3|080.85|090.15|100.3|110.1|12140|136.2|14555|1556|17135
160	WS34733	1 בינוני (6 ס מ)=10|2 קוקי=24.5|1 גדול (9 ס מ- 10 ס מ)=40|1 עוגיות בגודל ביס (6 ס מ)=2.2	03475|045.1|0523.5|0664|072.4|0835|099.95|107.3|112.7|1226|133.2|14145|15345
161	WS31738		03105|0411|051.45|073.6|084.75|090.55|15625
162	WS28726	23 גרעינים=28.5|1 שבעה שקדים=28.5|1 כוסות|1 גביע (הקרקע)=95|1 כוס (פרוסות)=92	03555|0421|0549.5|0621.5|0712|083.9|093.75|1031|1112|12265|133.7|14705|151
163	WS26150	1 בינוני (6 ס מ)=110|1.5 כף (קצוצים)=15|0.2 קטן=14|1 גדול=150|1 כוס (קצוצים)=160|1 כוס (פרוסות)=115|1 פרוסה גדולה (1 ס מ)=38|1 פרוסה בינונית=14|1 פרוסה דק=9|10 טבעות=60	0340|041.1|050.1|069.35|071.7|084.25|090.05|1223|130.2|14145|154|177.4
164	WS46163	1 בינוני (7 ס מ)=150|1 גדול (10 ס מ)=100|1 קטן (5 ס מ)=110|0.6 קטן (6 ס מ)=78|1 גדול (7 ס מ)=175|1 כוס (פרוסות)=155|1 גדולות במיוחד (8 ס"מ)=225	0344.5|040.9|050.25|069.55|071.5|088.4|100.05|110.1|126|130.25|14190|176.6
165	WS39725	1 כפות|1 כפיות	03605|0425|0550.5|0619.5|076|089.2|0910.5|1024|1114|1243|131.85|14650|15460
166	WS33882	1 פילה=320	03140|0421|054.6|090.8|101.35|110.8|127|130.4|14365|1575|1646|1811
167	WS56355	1 פילה=165	0375|0412.5|052.05|090.45|100.55|110.35|1221|130.2|14160|15295|1645|182.8
168	WS37510	0.4 כוס (חתיכות)=62.5|2 פטריה|1 כפות=9.8	0328|042.15|050.45|065.3|072.2|082.35|090.05|110.2|126|131.75|14355|152|174|180.2
169	WS47198		0374.5
170	WS33451	1 כפות	03680|040.95|0575|060.55|081.85|0911.5|1017|1144.5|128|130.2|1420|15635|1642|180.2
171	WS43408	1 גדול (10 ס מ)=135|1 חתיכה=65|1 פרוסה=7|1 מלפפון קטן (10 ס מ)=37|1 כוס (קצוצים)=145|1 כוס (כ 23 פרוסות)=155	0312|040.6|050.15|062.6|071.1|081.3|090.05|110.05|1241|130.35|1493.5|15845|170.9
172	WS19000	1 כוס גדול=355|1 כוס קטן=180|1.2 כוס קטנה=205|1 כוסות	032.85|040.1|060.35|070.1|126.4|130.05|1432.5|151.5
173	WS34504	1 גליל (9 ס מ)=57|1 גליל (כיכר 7 ס מ)=60|0.7 גדול לגלגל (כיכר 7 ס מ)=58	03295|049.9|054.3|0652.5|072.3|081.75|090.6|101.15|111.7|1295|133.3|14110|15545
174	WS41383		03115
175	WS28726	23 גרעינים=28.5|1 שבעה שקדים=28.5|1 כוסות|1 גביע (הקרקע)=95|1 כוס (פרוסות)=92	03555|0421|0549.5|0621.5|0712|083.9|093.75|1031|1112|12265|133.7|14705|151
176	WS33451	1 כפות	03680|040.95|0575|060.55|081.85|0911.5|1017|1144.5|128|130.2|1420|15635|1642|180.2
177	WS133073	0.5 כוסות	03140|044.55|052.05|0625|071.2|080.4|090.4|100.6|110.55|1212|131.45|1438|155|1629|180.1
178	WS38333	1.5 כוס (מגורר)=105|1 כוסות|1 עלה (מגורר)=15|1 כוס (קצוצים)=89|1 כרוב גדול (בערך 18 ס מ)=1250|1 עלה גדול (בערך 18 ס מ)=33|1 כרוב בינוני (כ 14 ס מ)=910|1 עלה בינוני (כ 14 ס מ)=23|1 כרוב קטן (בערך 11 ס מ)=715	0323|041.25|050.05|065.5|071.9|082.8|1248|130.15|14195|158|1737.5
179	WS59097		03210
180	WS35815	1 פרוסה עבה=85|1 חתיכה=285|0.6 סטייק סירלוין=99|0.7 סטייק גדול=140|1.4 פרוסה דק=38|1 צלעות=270|1 להב=245	03290|0426.5|0519.5|097.75|108.45|110.7|129|132.7|14320|1563|1687|180.3
181	WS38054	1 בינוני (6 ס"מ 8 ס"מ)=215|1.2 קטן (4 ס מ 6 ס מ)=205|1 רבע=215|1 גדול (8 ס"מ 11 ס"מ)=370|0.5 כוס (קצוץ)=75	0393|041.95|050.1|0621.5|071.5|081.7|090.05|110.05|125|130.35|14390|155|1713
182	WS77407	1 כוסות|250.3 גרמים	03105|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
183	WS37678	13.4 גרמים	03340|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
184	WS32171		0362.5
185	WS31744	1 הקאפקייקס=50|1 עוגת ספוג=42	03400|043.65|0516|0660.5|073.2|0838|094.9|108.5|111.8|12115|133.6|14175|15330|171.9
186	WS44614	0.2 כוס קטן=35.5|0.1 כוס גדול=35.5|1 כוסות	0360|043.25|051.95|064.75|085.05|091.25|100.55|110.05|12120|14140|1547|168|170.2|181.2
187	WS41378	0.5 חבילה קטנה=42.5|1 אינץ ' מעוקב=16|1 פרוסה=25|1 כפות|1 כף קצפת=10|1 עוז=28.5	03320|045.9|0533.5|064.05|083.2|0919.5|108.6|111.45|1298|130.4|14140|15320|16110|180.6
188	WS104350		03220
189	WS46163	1 בינוני (7 ס מ)=150|1 גדול (10 ס מ)=100|1 קטן (5 ס מ)=110|0.6 קטן (6 ס מ)=78|1 גדול (7 ס מ)=175|1 כוס (פרוסות)=155|1 גדולות במיוחד (8 ס"מ)=225	0344.5|040.9|050.25|069.55|071.5|088.4|100.05|110.1|126|130.25|14190|176.6
190	WS32418	1 כוס קטן=180|1 כוס גדול=355|1 כוסות	0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
191	WS41208	0.5 כוס גדול=180|1 כוס קטן=180|1 כוסות	0360.5|042.35|051.9|068.1|080.3|090.15|100.25|110.1|124|130.2|1486|15305
192	WS41928		0359
193	WS39314		0323|041.85|050.45|064.1
194	WS29252		03210|043.3|0520|065.05
195	WS63391		03125
196	WS50059	0.5 כפות	03220|0418|0513|0658.5|0730|081.75|097.75|104.4|110.4|12110|1315.5|142500|1519
197	WS41208	0.5 כוס גדול=180|1 כוס קטן=180|1 כוסות	0360.5|042.35|051.9|068.1|080.3|090.15|100.25|110.1|124|130.2|1486|15305
198	WS32265		03545
199	WS32415		03200
200	WS50315		03315|040.4|0678
201	WS29226		03110|043.8|050.15|0623
202	WS32416		03290|0422.5|0523
203	WS33882	1 פילה=320	03140|0421|054.6|090.8|101.35|110.8|127|130.4|14365|1575|1646|1811
204	WS35492		0324|041|050.2|065.7
205	WS53361	0.1 השד=68.5|0.2 כוס (קצוצים או חתוכה לקוביות)	03260|0425|0513|069|070.3|093.5|105.45|113.1|1220|131.25|14200|15275|1685|180.1
206	WS51406	10 אסימונים=12|0.2 שקית=33.5|1 כוסות	03540|046.55|0536.5|0651|074.4|080.35|094|1016|1116|1224|131.6|141650|15480|1718.5
207	WS39725	1 כפות|1 כפיות	03605|0425|0550.5|0619.5|076|089.2|0910.5|1024|1114|1243|131.85|14650|15460
208	WS34844		03130|0416.5|056.2|061.8
209	WS26252	0.3 כוסות	03380|0413|056.6|0668.5|0710|081.15|091.2|102.1|112.35|12140|1310|14365|1568
210	WS41386		03125
211	WS63391		03125
212	WS53361	0.1 השד=68.5|0.2 כוס (קצוצים או חתוכה לקוביות)	03260|0425|0513|069|070.3|093.5|105.45|113.1|1220|131.25|14200|15275|1685|180.1
213	WS25527	1 בינוני=200|1 קטן (16 ס מ)=160|1 כוס (קצוצים)=135|1 פרוסה=7|1 כוס (פרוסות)=120|1 גדול (21 ס מ)=280|1 מקל (10 ס מ)=9	0312|040.6|050.15|062.15|070.7|081.4|1214|130.2|14135|152|173.2
214	WS37004	1 בר=68|1 חטיף=68	03355|0414|053.1|0669.5|075.7|0830|091.3|101.05|110.6|12505|1311.5|14360|15145|1792.5
215	WS32647	0.5 כוס קטן=89|1 כוסות|1 כוס גדול=355	0361|043.15|053.25|064.8|085.05|091.85|100.8|110.2|12115|130.05|14130|1543|1610|181.3
216	WS32171		0362.5
217	WS176217	0.1 פאי	03210|044.8|0511.5|0619|071|082.4|094.2|103.95|112.75|1221|130.6|14105|15405|1617|171|180.1
218	WS40485		03170
219	WS35317		0365.5|042.85|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
220	WS47198		0374.5
221	WS34844		03130|0416.5|056.2|061.8
222	WS37678	13.4 גרמים	03340|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
223	WS34733	1 בינוני (6 ס מ)=10|2 קוקי=24.5|1 גדול (9 ס מ- 10 ס מ)=40|1 עוגיות בגודל ביס (6 ס מ)=2.2	03475|045.1|0523.5|0664|072.4|0835|099.95|107.3|112.7|1226|133.2|14145|15345
224	WS43003	1 כוסות	03380|043.95|051.7|0689|072.2|0835.5|090.45|100.25|110.65|123|1326.5|1476|15470|1724|184.7
225	WS40485		03170
226	WS51514		0364.5|043|052|062.4
227	WS26069	1 כפות|1 כפיות	03900|05100|0913|1066.5|118|121|130.1|151
228	WS31741		0320
229	WS40485		03170
230	WS32416		03290|0422.5|0523
231	WS40484	1 כפות|1 כפיות	03390|040.9|0533.5|0624|086.4|094.9|109|1118|1214|130.2|149|15710|1626|180.1
232	WS24686	1 כוסות	0370|042.2|050.45|0614|070.9|084|090.15|100.1|110.15|1213|130.9|14190|15270|161
233	WS35492		0324|041|050.2|065.7
234	WS29252		03210|043.3|0520|065.05
235	WS28037	0.5 כוסות	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
236	WS165388		03230|0410.5|053|0635.5|079.8|090.6|100.8|111.2|1233|132|14235|15435|160.7
237	WS45739	1 בינוני=44|2 גדול=100|1 גדול מאוד=56|1 ג'מבו=63|1 כוסות=245|1 קטן=38	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
238	WS56355	1 פילה=165	0375|0412.5|052.05|090.45|100.55|110.35|1221|130.2|14160|15295|1645|182.8
239	WS24663	1 מיכל בינוני=185|1 מיכל קטן=125	0367.5|044.3|052.15|067.15
240	WS39942	0.1 כוס קטן=18|1 קוביות=240|1 כוס גדול=355|1 בונבון=12.5|1.3 שק=335|1 כוסות|0.1 קוביה	0385|043.2|053.3|0613|070.7|089.55|091.2|100.45|110.1|12110|130.25|14170|1566|168|181.2
241	WS29247		03150|051.05|0650
242	WS40832		03280
243	WS44372		03260
244	WS22319	1 חצי כוס=160|1 כוסות|1 כפות	03130|042.7|050.3|0628|070.4|080.05|090.1|100.1|110.1|1210|131.2|1435|151
245	WS167468		0375.5
246	WS40786	4 בינוני (3 ס"מ)=48|2 קטן (2 ס מ)=14|1 כוס (פרוסות)=165|1 גביע (חצאים)=150|1 כוס (מחית)=230|1 כוסות=145|1 גדול מאוד (4 ס מ)=27|1 גדול (3 ס"מ)=18|1 ליטר (3 ס"מ)=355	0332|040.65|050.3|067.7|072|084.9|100.05|110.15|1216|130.4|14155|151|1759
247	WS165592		03100
248	WS48580		0342.5|041.05|050.3|0610.5
249	WS169395		03165
250	WS41196	1 בינוני=44|2 ג'מבו=125|0.9999999 קטן=38|1.5 גדול=75|1 גדול מאוד=56|1 כוס (קצוצים)=135|1 כפות=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
251	WS47198		0374.5
252	WS43408	1 גדול (10 ס מ)=135|1 חתיכה=65|1 פרוסה=7|1 מלפפון קטן (10 ס מ)=37|1 כוס (קצוצים)=145|1 כוס (כ 23 פרוסות)=155	0312|040.6|050.15|062.6|071.1|081.3|090.05|110.05|1241|130.35|1493.5|15845|170.9
253	WS96537		0356|045.4|052.05|064.45
254	WS61092		0330|051
255	WS35317		0365.5|042.85|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
256	WS36983	2 כפיות|1 כפות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|1511|16215|181.5
257	WS39314		0323|041.85|050.45|064.1
258	WS44909	0.5 מיכל קטן=5.6|8 כפות|0.3 כוסות	03925|042.7|0519.5|063.65|080.15|0912|105.6|110.7|1296|130.05|14120|1540|1666|170.8|180.4
259	WS47857	1 תירס קטן (14 ס מ 16 ס"מ)=89|0.3 תירס בינוני (17 ס מ 19 ס מ)=31|1 גביע (קאט)=150|1 אוזן גדולה (19 ס מ 22 ס"מ)=120|1 התירס הגמדי (19 ס מ 22 ס"מ)=8|1 תירס (19 ס מ 22 ס"מ)=77	0396|043.4|051.5|0621|072.4|084.55|090.2|100.35|110.6|123|130.45|14220|151|175.5
260	WS43003	1 כוסות	03380|043.95|051.7|0689|072.2|0835.5|090.45|100.25|110.65|123|1326.5|1476|15470|1724|184.7
261	WS34335	1 פרוסה=25|2 פרוסות=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03265|049.15|053.2|0649|072.7|085.05|090.7|100.6|111.6|12260|133.6|14115|15490
262	WS29684	1 בינוני=44|1 גדול=50|2 כוס (קצוצים)=270|1 גדול מאוד=56|1 ג'מבו=63|1 קטן=38|1 כפות=8.5	03150|0410|0511|061.6|081.4|093.35|104.45|112.45|1266|131.3|14130|15145|16275|181.8
263	WS54215		0392
264	WS41196	1 בינוני=44|2 ג'מבו=125|0.9999999 קטן=38|1.5 גדול=75|1 גדול מאוד=56|1 כוס (קצוצים)=135|1 כפות=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
265	WS50315		03315|040.4|0678
266	WS51514		0364.5|043|052|062.4
267	WS73308		03240
268	WS43408	1 גדול (10 ס מ)=135|1 חתיכה=65|1 פרוסה=7|1 מלפפון קטן (10 ס מ)=37|1 כוס (קצוצים)=145|1 כוס (כ 23 פרוסות)=155	0312|040.6|050.15|062.6|071.1|081.3|090.05|110.05|1241|130.35|1493.5|15845|170.9
269	WS28928		03240
270	WS51007		0381.5
271	WS45739	1 בינוני=44|2 גדול=100|1 גדול מאוד=56|1 ג'מבו=63|1 כוסות=245|1 קטן=38	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
272	WS134317		033200
273	WS33882	1 פילה=320	03140|0421|054.6|090.8|101.35|110.8|127|130.4|14365|1575|1646|1811
274	WS36065		03345|0412|051.5|0679
275	WS34844		03130|0416.5|056.2|061.8
276	WS34517	0.3 כוסות	03380|046.75|052.05|0685|070.4|089.85|090.45|100.6|110.65|125|1330.5|14125|15525|1763.5|186.2
277	WS40477	32 בוטנים=28|1 כוסות=18	03585|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|156
278	WS35176	2 פרוסה=50|2 פרוסות=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03265|0413.5|054.25|0643.5|077.4|086.4|090.85|100.75|111.85|12105|132.5|14230|15380|170.1
279	WS34521	1 המבורגר=315	03290|0423|0520.5|098.8|109.35|110.65|1211|132.4|14305|1577|1684|180.2
280	WS133073	0.5 כוסות	03140|044.55|052.05|0625|071.2|080.4|090.4|100.6|110.55|1212|131.45|1438|155|1629|180.1
281	WS18976	1 כוסות|41.7 גרמים	03355|047.5|050.5|0683.5|073.3|089.5|090.1|100.05|110.2|127|1329|14170|15730|1721|183.6
282	WS23042	1 חבילה=2|1 כפיות|2 כוסות	03225|0412.5|0512|0667|0765
283	WS32265		03545
284	WS58464		0315
285	WS29684	1 בינוני=44|1 גדול=50|2 כוס (קצוצים)=270|1 גדול מאוד=56|1 ג'מבו=63|1 קטן=38|1 כפות=8.5	03150|0410|0511|061.6|081.4|093.35|104.45|112.45|1266|131.3|14130|15145|16275|181.8
286	WS77407	1 כוסות|250.3 גרמים	03105|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
287	WS41386		03125
288	WS37123	0.5 חלק=69.5	03275|0426.5|0518|097.05|108.35|110.5|1234|132.65|14355|1593|1689|180.2
289	WS30924		03425
290	WS32171		0362.5
291	WS63391		03125
292	WS40787	1 טריז גדול (מלון 1/8)=100|1 בינוני טריז (מלון 1/8)=69|0.2 פרוסה=60|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0374|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
293	WS42342		0334.5|041.7|066.1
294	WS44382		03140
295	WS42939		03125
296	WS39314		0323|041.85|050.45|064.1
297	WS50315		03315|040.4|0678
298	WS29249		0318
299	WS50404	1 פרוסה=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03270|0411|054.2|0651|075.35|083.85|090.65|101.3|110.8|1273|132.85|14165|15605|170.4
300	WS44908	1 כפות|1 כפיות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|15715|16215|181.5
301	WS36065		03345|0412|051.5|0679
302	WS32171		0362.5
303	WS60865		0339.5
304	WS50059	0.5 כפות	03220|0418|0513|0658.5|0730|081.75|097.75|104.4|110.4|12110|1315.5|142500|1519
305	WS27155	3 קרקרים סיבוב=9.6|1 ריבוע=3|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03525
306	WS40829	1 גדול=180|0.5 קטן=30|1 כוסות|1 כוס (פירה)=330	0390|042|050.15|0620.5|073.3|086.5|090.05|110.05|1238|130.7|14475|1536|1719.5
307	WS44614	0.2 כוס קטן=35.5|0.1 כוס גדול=35.5|1 כוסות	0360|043.25|051.95|064.75|085.05|091.25|100.55|110.05|12120|14140|1547|168|170.2|181.2
308	WS31741		0320
309	WS31744	1 הקאפקייקס=50|1 עוגת ספוג=42	03400|043.65|0516|0660.5|073.2|0838|094.9|108.5|111.8|12115|133.6|14175|15330|171.9
310	WS34521	1 המבורגר=315	03290|0423|0520.5|098.8|109.35|110.65|1211|132.4|14305|1577|1684|180.2
311	WS26335	1 פרוסה=25|2 פרוסות=25|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03270|0411|051|073.5|084.5|090.5|15650
312	WS29250		0326
313	WS19000	1 כוס גדול=355|1 כוס קטן=180|1.2 כוס קטנה=205|1 כוסות	032.85|040.1|060.35|070.1|126.4|130.05|1432.5|151.5
314	WS22321	1 פרוסה=120|2 פרוסות=120|1 פיצה=945	03265|0411.5|059.7|0633.5|072.3|083.6|094.45|102.6|111.7|12190|132.5|14170|15600|1617|171.4
315	WS31744	1 הקאפקייקס=50|1 עוגת ספוג=42	03400|043.65|0516|0660.5|073.2|0838|094.9|108.5|111.8|12115|133.6|14175|15330|171.9
316	WS25071	1 כיכר (ריבוע 10 ס מ)=33|1 עגול (10 ס מ)=33	03310|047.2|059.6|0649.5|072.4|085|091.65|104.9|112.2|12305|136.9|14145|15730|1615
317	WS25045	1 פרוסה=8|1 פרוסה דק=5|1 פרוסה עבה=12|1 פרוסה עבה=12	03540|0437|0542|061.45|0913.5|1018.5|114.55|1211|131.45|14565|151700|16110|181
318	WS34844		03130|0416.5|056.2|061.8
319	WS26070	1 בינוני=180|1 גדול=230|1 קטן=150|1 כוס (פרוסות)=140|1 כוס (קוביות)=160	0357|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
320	WS32265		03545
321	WS18976	1 כוסות|41.7 גרמים	03355|047.5|050.5|0683.5|073.3|089.5|090.1|100.05|110.2|127|1329|14170|15730|1721|183.6
322	WS23042	1 חבילה=2|1 כפיות|2 כוסות	03225|0412.5|0512|0667|0765
323	WS32418	1 כוס קטן=180|1 כוס גדול=355|1 כוסות	0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
324	WS107975		0326.5
325	WS72740	1 גליל=27	03275|048.6|056.3|0646|073.8|081.65|091.5|103.1|111.1|12175|133.55|14115|15525
326	WS54241	1 בינוני (9 ס מ 10 ס מ)=105|1 גדול (11 ס מ)=130|1 בייגל מיני (6 ס מ)=26|1 קטן (8 ס"מ)=69|1 עוז=28.5	03225|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
327	WS40484	1 כפות|1 כפיות	03390|040.9|0533.5|0624|086.4|094.9|109|1118|1214|130.2|149|15710|1626|180.1
328	WS40698	1 עגול (4 ס מ)=10|1 עוז=28.5	03485|044.5|0520|0672|071.5|0839.5|093|108.45|117.55|1227|132.2|1491|15350
329	WS41383		03115
330	WS37933	1 חצי כפית=17|1 כפות|1 חבילה=9	03110|041.25|050.2|0626|070.3|0821.5|090.05|100.05|110.15|1216|130.4|14315|15905|174.1
331	WS19259	1 ביסקוויט (6 ס מ)=35|1 בינוני=51|0.6 קטן=21|1 גדול=77	03360|046.2|0516.5|0648.5|071.3|083.5|092.5|106.9|116.2|1249|133.3|14225|15940|161
332	WS33579	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03380|0427|0528|065.4|081.3|0918|107.25|110.95|12790|130.2|1477|15190|1692|180.5
333	WS73308		03240
334	WS34336	0.5 עוף=465|1 השד=280|1 כנף=49|1 גוש=20|1 כוס (קצוצים או חתוכה לקוביות)=140	03290|0422.5|0517.5|069.4|070.3|094.6|107.1|114.1|1221|131.35|14185|15290|1687|180.2
335	WS32415		03200
336	WS31740		03100
337	WS31741		0320
338	WS39942	0.1 כוס קטן=18|1 קוביות=240|1 כוס גדול=355|1 בונבון=12.5|1.3 שק=335|1 כוסות|0.1 קוביה	0385|043.2|053.3|0613|070.7|089.55|091.2|100.45|110.1|12110|130.25|14170|1566|168|181.2
339	WS56355	1 פילה=165	0375|0412.5|052.05|090.45|100.55|110.35|1221|130.2|14160|15295|1645|182.8
340	WS32418	1 כוס קטן=180|1 כוס גדול=355|1 כוסות	0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
341	WS44906	1.5 בינוני (6 ס"מ 8 ס"מ)|1 גדול (8 ס"מ 11 ס"מ)=370|1 קטן (4 ס מ 6 ס מ)=170|0.5 כוס (קצוץ)=75	0386|041.7|050.1|0620|071.8|080.85|090.05|110.05|128|130.3|14330|155|177.4
342	WS73308		03240
343	WS36982	1.5 כפית אריזתם=4.5|2 כפית ארוזים|1 חבילה=2.8|1 כוס ארוזים=220|1 כוס אריזתם=145	03385|06100|08100|121|130.05|142|151
344	WS45776	18.3 צ'יפס=91.5|1 מנה גדולה=155	03160|042.65|055.2|0627.5|072.8|080.3|091.05|103.25|110.3|1212|130.75|14450|15390|1713.5
345	WS47857	1 תירס קטן (14 ס מ 16 ס"מ)=89|0.3 תירס בינוני (17 ס מ 19 ס מ)=31|1 גביע (קאט)=150|1 אוזן גדולה (19 ס מ 22 ס"מ)=120|1 התירס הגמדי (19 ס מ 22 ס"מ)=8|1 תירס (19 ס מ 22 ס"מ)=77	0396|043.4|051.5|0621|072.4|084.55|090.2|100.35|110.6|123|130.45|14220|151|175.5
346	WS40832		03280
347	WS36982	1.5 כפית אריזתם=4.5|2 כפית ארוזים|1 חבילה=2.8|1 כוס ארוזים=220|1 כוס אריזתם=145	03385|06100|08100|121|130.05|142|151
