Row	ID	AllWeights	AllProperties
130	WS58778	1 lát (9 cm x 2 cm)=84|1 lớn lát (12 cm x 2 cm)=165|1 chén (khối)=165|1 Qả=315|1 lát mỏng (9 cm x 1 cm)=56|0.2 dứa (9 cm x 1 cm)=180|2 miếng nhỏ=100|1 Quả=315|1.8 lớn lát 10cm x 6 cm	0351|040.55|050.1|0613.5|071.4|089.85|110.05|1213|130.3|14110|151|1748
131	WS61291	0.6 chén nhỏ=105|2 chén lớn=710|1 ly	037|041.15|050.2|060.05|090.1|100.1|126|130.15|1454|15370
132	WS42310	1 vừa nêm (1/8 dưa)=69|1 lớn nêm (1/8 dưa)=100|1 nhỏ nêm (1/8 dưa)=55|1 trung bình (khoảng 12 cm)=550|0.4 lớn (khoảng 16 cm)=325|10 dưa vàng bóng (khoảng 11 cm)=140|1 (khoảng 11 cm)=70|1 lát=69|3 miếng=300|0.1 nhỏ (khoảng 11 cm)=44|0.2 trái=400|4 lớn nêm (1/2 dưa)	0330|040.6|050.15|067.55|070.4|086.2|100.05|110.05|127|130.25|14110|151|178.1
133	WS33936	100 m=10	03125|0420.5|054.4|090.8|101.35|110.8|127|130.4|14365|1575|1646|1811
134	WS125259	1 ly	03365|0450|0513.5|06925|079|0821|090.8|101|111.6|12345|1328|14485|15400|1720.5|183.4
135	WS55136	1 trung=44|1 lớn=50|1 nhỏ=38|1 cực lớn=56|1 muỗng canh=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
136	WS29271	1 bánh=40|1 bánh (15 cm)=73	03260|045.3|056.9|0638.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
137	WS41850	1 đùi (không có da)=150|1 đùi (với da)=190	03215|0416.5|0516.5|060.25|094.45|106.85|113.45|128.05|130.65|14205|1577.5|1697.5|180.1
138	WS109883		0328.5
139	WS280088		03135
140	WS41850	1 đùi (không có da)=150|1 đùi (với da)=190	03215|0416.5|0516.5|060.25|094.45|106.85|113.45|128.05|130.65|14205|1577.5|1697.5|180.1
141	WS54615		0334.5|068.55
142	WS29692	1 đĩa nhỏ=100|1 đĩa vừa=150|0.5 dĩa=50	0365|042.85|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
143	WS109883		0328.5
144	WS40641	1 cải bắp nhỏ (khoảng 11 cm)=715|1 cải bắp trung bình (khoảng 14 cm)=910|0.9999999 vừa lá (khoảng 14 cm)=23|1 lớn lá (khoảng 18 cm)=33|1 lớn cải bắp (khoảng 18 cm)=1250	0323|041.25|050.05|065.5|071.9|082.8|1248|130.15|14195|158|1737.5
145	WS54615		0334.5|068.55
146	WS55065	2 slide=33.5|1 miếng to=150|1.3 s=100	03240|0426.5|0514|094.9|106|111.5|1220|131.1|14340|1557|1688|170.1|180.9
147	WS39016	1 trung=44|1 nhỏ=38|1 lớn=50|1 cực lớn=56|1 vừa=44|1 miếng=30|1 quả trứng rán=44|2 lòng trắng=44|1 ly	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
148	WS39016	1 trung=44|1 nhỏ=38|1 lớn=50|1 cực lớn=56|1 vừa=44|1 miếng=30|1 quả trứng rán=44|2 lòng trắng=44|1 ly	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
149	WS27071		03160
150	WS54739	100 gram	03215|0424.5|0512.5|092.8|105.1|112.9|1284|131.5|14445|15920|1682|171|182.2
151	WS54731		03100
152	WS50077	1 vừa cuống (19 cm - 20 cm)=180|1 nhỏ cuống (12 cm)=140|1 giáo (khoảng 12 cm)=37|1 lớn cuống (12 cm - 15 cm)=280	0335|042.4|050.4|067.2|073.3|081.4|090.1|100.05|110.15|1240|130.65|14295|1541|1765
153	WS100214	1 bánh xốp=42|1 cai bánh xốp=42	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
154	WS37393		03250
155	WS27071		03160
156	WS94520	1 túi=170|1 bát=100|10 chip=12|1 ly	03270|044.95|056.1|0681
157	WS33934	1 ly|1 chén nhỏ	03355|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
158	WS78254		03215|045.8|051|0650.5
159	WS54731		03100
160	WS54731		03100
161	WS61291	0.6 chén nhỏ=105|2 chén lớn=710|1 ly	037|041.15|050.2|060.05|090.1|100.1|126|130.15|1454|15370
162	WS77787	100 gram	0323|042.95|050.25|063.75|072.4|080.45|090.05|110.1|12135|133.55|14465|1570|179.8
163	WS54432	1 muỗng canh=21|1 muỗng cafe=21	03305|040.3|0682.5|070.2|0882|126|130.4|1452|154|170.5
164	WS126679		03400|048.5|05195|0649.5
165	WS101370		03165|0412|0512|063.55
166	WS31735	1 ly (phần)=165|1 (phần)=50|2 trái=165|2 miếng=200|2 trái (phần)=250|3 quả=495|1 ly	0361|042.55|050.85|0633|071.6|0813.5|090.1|100.15|110.05|1211|130.15|14170|151|1736.5
167	WS109126		0323.5
168	WS29264	0.5 trái=110|2 quả nhỏ=220|1 trái nhỏ=80|1 ly|0.5 qua|1 quả|0.2 c	0377.5|040.25|050.2|0617|071.2|0814.5|090.05|100.05|110.05|123.05|130.1|1477|152|171.9
169	WS42502	1 chén lớn=355|1 chén nhỏ=180|1 hộp=355|1 ly|1 bát	0365.5|043.35|053.65|065.5|085.05|091.85|100.8|110.2|12115|130.05|14130|1543|1610|181.3
170	WS100214	1 bánh xốp=42|1 cai bánh xốp=42	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
171	WS109475		0341|042.6|051.15|065.65
172	WS86359		03100|042.85|051.6|065.25
173	WS29264	0.5 trái=110|2 quả nhỏ=220|1 trái nhỏ=80|1 ly|0.5 qua|1 quả|0.2 c	0377.5|040.25|050.2|0617|071.2|0814.5|090.05|100.05|110.05|123.05|130.1|1477|152|171.9
174	WS125259	1 ly	03365|0450|0513.5|06925|079|0821|090.8|101|111.6|12345|1328|14485|15400|1720.5|183.4
175	WS31113	1 phục vụ=125|0.1 phục=25|9 miếng=125	03295|0425.5|0521|097.7|109.25|111.85|1222|131.3|14360|1573|1694|170.7|180.5
176	WS143388		03140
177	WS29269	100 gram	03210|0428.5|059.65|093.5|104.35|110.75|1218|131.1|14425|1558.5|1681|170.6|180.7
178	WS109475		0341|042.6|051.15|065.65
179	WS42929		03135
180	WS31559	100 gram	0323|041.7|050.3|064.7|074|080.7|090.05|110.15|12100|130.9|14420|1545|1724
181	WS86359		03100|042.85|051.6|065.25
182	WS305842		03140|0418.5|06160
183	WS109529		0361.5|040.6|050.6|0612
184	WS29265	1 lớn (10 cm)=135|1 nhỏ dưa (10 cm)=37|1 lát=7|1 miếng=65	0312|040.6|050.15|062.6|071.1|081.3|090.05|110.05|1242|130.35|1492|15875|170.8
185	WS25452	1 chén lớn=355|1 hộp=355|1 chén nhỏ=180|1 ly lớn=355|1 ly	0341.5|043.4|050.95|065|085.2|090.65|100.3|110.05|12125|130.05|14150|1544|165|181.2
186	WS31113	1 phục vụ=125|0.1 phục=25|9 miếng=125	03295|0425.5|0521|097.7|109.25|111.85|1222|131.3|14360|1573|1694|170.7|180.5
187	WS109529		0361.5|040.6|050.6|0612
188	WS97878		0398
189	WS56403	1 vú=235|1 đĩa=150|1 vué=50|1 đĩa nhỏ=80|1 ức gà=180	03120|0421|052.6|090.55|100.75|110.4|125|130.35|14370|15115|1664|171.2|180.1
190	WS127356	32 đậu phộng=28|1 ly	03590|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
191	WS205952	1 ly|100 gram	03205|043.5|0511|0623.5|070.7|0821|096.8|102.95|110.45|12130|130.1|14200|1580|1644|170.6|180.2
192	WS39352	1 trung=200|2 quả=200|1 chén (thái lát)=120|1 nhỏ (16 cm)=160|13.3 lát=93|1 lớn (21 cm)=280|1 thanh (10 cm)=9|0.8 lít|1 t	0312.5|040.6|050.15|062.15|070.7|081.4|1214|130.2|14135|152|173.2
193	WS58779	1 chén nhỏ=180|1 chén lớn=355|2 trái=180|1 ly	0346|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
194	WS31114		03135|0412.5|053.6|062.1|080.35|092.6|102.65|111.45|1239.5|133.2|14210|15120|16375|181.75
195	WS98840		03220
196	WS73990		03320|0423.5|052.4|0646
197	WS50603		03410
198	WS50603		03410
199	WS124579	2 lát=44|1 lát mà không có lớp vỏ=11|1 o=27|2 lớn lát (hình khối)=54|1 lát mỏng=17|1 lát mỏng mà không có lớp vỏ (hình khối)=8|1 rất mỏng lát (hình khối)=13	03430|0416.5|057.2|0693.5|072.5|084.75|090.6|100.8|112.1|12120|133.35|14130|15590|161
200	WS280088		03135
201	WS58779	1 chén nhỏ=180|1 chén lớn=355|2 trái=180|1 ly	0346|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
202	WS40641	1 cải bắp nhỏ (khoảng 11 cm)=715|1 cải bắp trung bình (khoảng 14 cm)=910|0.9999999 vừa lá (khoảng 14 cm)=23|1 lớn lá (khoảng 18 cm)=33|1 lớn cải bắp (khoảng 18 cm)=1250	0323|041.25|050.05|065.5|071.9|082.8|1248|130.15|14195|158|1737.5
203	WS305842		03140|0418.5|06160
204	WS42502	1 chén lớn=355|1 chén nhỏ=180|1 hộp=355|1 ly|1 bát	0365.5|043.35|053.65|065.5|085.05|091.85|100.8|110.2|12115|130.05|14130|1543|1610|181.3
205	WS262215	3 miếng=75|0.2 ly|1 phục vụ=85	03145|0430|052.1|090.6|100.65|110.55|129|130.7|14250|1599|1680|180.3
206	WS39020	1 vú=160|2 cánh=68|1 đùi	03220|0430.5|059.1|061.7|070.1|092.45|103.35|112.15|1217|131.35|14255|1591|1694|180.1
207	WS124579	2 lát=44|1 lát mà không có lớp vỏ=11|1 o=27|2 lớn lát (hình khối)=54|1 lát mỏng=17|1 lát mỏng mà không có lớp vỏ (hình khối)=8|1 rất mỏng lát (hình khối)=13	03430|0416.5|057.2|0693.5|072.5|084.75|090.6|100.8|112.1|12120|133.35|14130|15590|161
208	WS29263	1 miếng=285|1 lát mỏng=27|1 lát dày=85|1 sườn=270|1 lưỡi=245|1 lạng=100|1 lít|1 thịt thăn bò (nạc)	03280|0427.5|0519|097.75|108.45|110.7|129|132.7|14320|1563|1687|180.3
209	WS55451		03760|0417.5|0514.5
210	WS55232	0.2 chén nhỏ=35.5|1 chén lớn=355|1 viên=1|1 ly	0378|043|051.9|0612|070.7|089.55|091.2|100.45|110.1|12110|130.25|14170|1566|168|181.2
211	WS50413	1 trung=195|0.5 lớn=160|1 nhỏ=120|0.5 lát=5|2.2 chén (thái lát)=250	0320|040.9|050.3|064.3|071.4|082.6|090.05|110.15|1227|130.35|14190|151|175.5
212	WS54731		03100
213	WS109475		0341|042.6|051.15|065.65
214	WS94524		03345
215	WS56030	1 vừa nêm (1/8 dưa)=69|1 nhỏ nêm (1/8 dưa)=55|0.5 nhỏ (khoảng 11 cm)=220|1 lớn nêm (1/8 dưa)=100|1 trung bình (khoảng 12 cm)=550|1 lớn (khoảng 16 cm)=815|10 dưa vàng bóng (khoảng 11 cm)=140	0334|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
216	WS259607		03125
217	WS115281		03425|046.95|0531.5|0657
218	WS54739	100 gram	03215|0424.5|0512.5|092.8|105.1|112.9|1284|131.5|14445|15920|1682|171|182.2
219	WS50603		03410
220	WS39354		0348.5
221	WS100402	1 que=80	03215|043.8|0511|0628|071.2|0825.5|096.8|103.2|110.4|12110|130.95|14250|1576|1634|170.7|180.2
222	WS39020	1 vú=160|2 cánh=68|1 đùi	03220|0430.5|059.1|061.7|070.1|092.45|103.35|112.15|1217|131.35|14255|1591|1694|180.1
223	WS37486	1 túi=28|0.7 ly	03380|0413|054.55|0678|0714.5|080.85|090.55|101.1|111.9|127|133.2|14330|158
224	WS74877		03210|0434|052.85|0613.5
225	WS54615		0334.5|068.55
226	WS78726	5 vòng bánh=16|1 hình chữ nhật=4|5 miếng=4|1 goi nho=40	03455|048.95|0517.5|0667.5|073.7|0814|092.75|104.3|119.25|1281|134.7|14205|15785
227	WS30793	0.3 Cúp bóng đá=24.5|1 bát=48.5|1.8 thìa nhỏ=48.5|1 ly	03380|0413|056.5|0668.5|0710|081|091.1|102|112.3|1252|134.25|14360|156.25
228	WS109861		0334.5|0445.5|066
229	WS48191		03350
230	WS124579	2 lát=44|1 lát mà không có lớp vỏ=11|1 o=27|2 lớn lát (hình khối)=54|1 lát mỏng=17|1 lát mỏng mà không có lớp vỏ (hình khối)=8|1 rất mỏng lát (hình khối)=13	03430|0416.5|057.2|0693.5|072.5|084.75|090.6|100.8|112.1|12120|133.35|14130|15590|161
231	WS109474		03130
232	WS97881		03200|0419|0514
233	WS94521		0327.5|041.3|051.25|062.05
234	WS40826		0342
235	WS205952	1 ly|100 gram	03205|043.5|0511|0623.5|070.7|0821|096.8|102.95|110.45|12130|130.1|14200|1580|1644|170.6|180.2
236	WS98840		03220
237	WS54615		0334.5|068.55
238	WS30793	0.3 Cúp bóng đá=24.5|1 bát=48.5|1.8 thìa nhỏ=48.5|1 ly	03380|0413|056.5|0668.5|0710|081|091.1|102|112.3|1252|134.25|14360|156.25
239	WS48569	2 muỗng canh=32	03520|0426|0534|0635.5|075.2|089.3|095.75|1016|119.2|1235|131.9|14670|15540
240	WS273597		03135
241	WS109529		0361.5|040.6|050.6|0612
242	WS61013	100 mili lít|100 gram	03105|044.85|051.4|0624|082.9|090.9|100.4|110.05|12150|130.05|14195|1558|166|170.7|181.3
243	WS98840		03220
244	WS29692	1 đĩa nhỏ=100|1 đĩa vừa=150|0.5 dĩa=50	0365|042.85|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
245	WS39354		0348.5
246	WS55448	1 muỗng canh=16|1 muỗng cà phê|1 gói cá nhân=8.9	0353|048.15|050.55|064.95|070.8|080.4|090.05|100.1|110.25|1233|131.45|14435|155500
247	WS112851		0373
248	WS162322		03170|0451.5|057.35|0610.5
249	WS29941	1 cốc=100|1 chén nhỏ=180|1 có thể=355|1 ly	03190|040.2|050.7|0650|070.3|0844.5|090.05|110.05|127|130.1|1472|157|1713
250	WS112229		03220
251	WS78262		0324.5
252	WS55451		03760|0417.5|0514.5
253	WS78254		03215|045.8|051|0650.5
254	WS29693	1 phi lê=115|1 p=100	0396|0420|051.7|090.6|100.5|110.35|1210|130.55|14300|1552|1650.5|183.1
255	WS33934	1 ly|1 chén nhỏ	03355|048.35|050.4|0681|076.6|083.35|090.15|110.15|1227|131.2|141100|15105|1781
256	WS109475		0341|042.6|051.15|065.65
257	WS55041		03470|04390|0522|0656.5
258	WS58778	1 lát (9 cm x 2 cm)=84|1 lớn lát (12 cm x 2 cm)=165|1 chén (khối)=165|1 Qả=315|1 lát mỏng (9 cm x 1 cm)=56|0.2 dứa (9 cm x 1 cm)=180|2 miếng nhỏ=100|1 Quả=315|1.8 lớn lát 10cm x 6 cm	0351|040.55|050.1|0613.5|071.4|089.85|110.05|1213|130.3|14110|151|1748
259	WS25452	1 chén lớn=355|1 hộp=355|1 chén nhỏ=180|1 ly lớn=355|1 ly	0341.5|043.4|050.95|065|085.2|090.65|100.3|110.05|12125|130.05|14150|1544|165|181.2
260	WS77787	100 gram	0323|042.95|050.25|063.75|072.4|080.45|090.05|110.1|12135|133.55|14465|1570|179.8
261	WS101540	1 lát=28|0.9 gói (tan chảy)=155	03285|0422|0520.5|064.4|080.6|0911|104.85|110.5|12730|130.25|1495|15650|1654|180.4
262	WS101370		03165|0412|0512|063.55
263	WS98840		03220
264	WS259607		03125
265	WS29271	1 bánh=40|1 bánh (15 cm)=73	03260|045.3|056.9|0638.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
266	WS25452	1 chén lớn=355|1 hộp=355|1 chén nhỏ=180|1 ly lớn=355|1 ly	0341.5|043.4|050.95|065|085.2|090.65|100.3|110.05|12125|130.05|14150|1544|165|181.2
267	WS94524		03345
268	WS100214	1 bánh xốp=42|1 cai bánh xốp=42	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
269	WS94518	1 bánh=55	03390|044.25|0510|0671|070.7|0835.5|092.65|105.75|111.25|1211|134.05|1471|15310
270	WS180361		03455
271	WS127759		0344|043|050.3
272	WS109474		03130
273	WS50077	1 vừa cuống (19 cm - 20 cm)=180|1 nhỏ cuống (12 cm)=140|1 giáo (khoảng 12 cm)=37|1 lớn cuống (12 cm - 15 cm)=280	0335|042.4|050.4|067.2|073.3|081.4|090.1|100.05|110.15|1240|130.65|14295|1541|1765
274	WS100214	1 bánh xốp=42|1 cai bánh xốp=42	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
275	WS111268	32 đậu phộng=28|1 ly=18	03600|0428|0552.5|0615.5|079.4|084.2|098.7|1026|1115.5|1261|131.5|14725|156|170.8
276	WS89510		03320|041.4|050.2|0630.5
277	WS316000		03340|04790|0569.5|0635.5
278	WS29264	0.5 trái=110|2 quả nhỏ=220|1 trái nhỏ=80|1 ly|0.5 qua|1 quả|0.2 c	0377.5|040.25|050.2|0617|071.2|0814.5|090.05|100.05|110.05|123.05|130.1|1477|152|171.9
279	WS46282	4 lớn=28|1 trung=6|2.7 nhỏ=13.5|10 con=150	0377.5|0414.5|051.2|061.05|090.1|100.1|110.15|1254|130.2|14115|15565|16125|180.1
280	WS152828	1 thường xuyên=7.2|1 chén (nhỏ)=50|10 thu nhỏ=7	03320|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
281	WS150705	1 muỗng canh=13.5|1 muỗng cà phê	03885|05100|0918|1040.5|1137
282	WS149008		0321|0413.5|0633.5
283	WS31557		03140|0412.5|059.4|060.7|080.35|093.1|103.6|111.9|1255.5|131.75|14140|15140|16365|182.05
284	WS56403	1 vú=235|1 đĩa=150|1 vué=50|1 đĩa nhỏ=80|1 ức gà=180	03120|0421|052.6|090.55|100.75|110.4|125|130.35|14370|15115|1664|171.2|180.1
285	WS61013	100 mili lít|100 gram	03105|044.85|051.4|0624|082.9|090.9|100.4|110.05|12150|130.05|14195|1558|166|170.7|181.3
286	WS46282	4 lớn=28|1 trung=6|2.7 nhỏ=13.5|10 con=150	0377.5|0414.5|051.2|061.05|090.1|100.1|110.15|1254|130.2|14115|15565|16125|180.1
287	WS40826		0342
288	WS115281		03425|046.95|0531.5|0657
289	WS101540	1 lát=28|0.9 gói (tan chảy)=155	03285|0422|0520.5|064.4|080.6|0911|104.85|110.5|12730|130.25|1495|15650|1654|180.4
290	WS58779	1 chén nhỏ=180|1 chén lớn=355|2 trái=180|1 ly	0346|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
291	WS60335		0377.5
292	WS42503	1 miếng=325	03205|0430.5|059|093.4|103.85|110.35|127|132.55|14250|1541|1690|180.1
293	WS101370		03165|0412|0512|063.55
294	WS39354		0348.5
295	WS195942		03405
296	WS56030	1 vừa nêm (1/8 dưa)=69|1 nhỏ nêm (1/8 dưa)=55|0.5 nhỏ (khoảng 11 cm)=220|1 lớn nêm (1/8 dưa)=100|1 trung bình (khoảng 12 cm)=550|1 lớn (khoảng 16 cm)=815|10 dưa vàng bóng (khoảng 11 cm)=140	0334|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
297	WS94509		03280|0410.5|053.4|0650.5|074.2|086.1|090.8|100.65|111.6|12140|133.5|14180|15520|170.2
298	WS37159		03130
299	WS129431		03230
300	WS127356	32 đậu phộng=28|1 ly	03590|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
301	WS115281		03425|046.95|0531.5|0657
302	WS42929		03135
303	WS149810	1 muỗng canh=12|1 ly	03355|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
304	WS89510		03320|041.4|050.2|0630.5
305	WS167621	10 chip=12|1 ly|1 túi=170	03470|045|0518|0671.5|074.8|085|092.65|109.9|114.25|12125|130.8|14720|15635
306	WS109213		03170
307	WS25873	1 lát=25|1 lớn lát (hình khối)=30|1 lát mỏng=20|1 lát mỏng mà không có lớp vỏ (hình khối)=9|1 lát mà không có lớp vỏ=12|1 rất mỏng lát (hình khối)=15	03310|0412.5|053.85|0656|074.55|086.2|090.95|101|111.7|12165|134.1|14225|15605|170.2
308	WS61025		03200
309	WS109865		03155
310	WS78272		03150|04205|0554
311	WS111229		03125|042|055.1|068.65
312	WS37966	0.3 Cúp bóng đá=24.5|1 ly	03360|0412|056.9|0669.5|0710|081.5|091.35|102.35|112.55|12350|1324.5|14365|15220
313	WS48193	1 phi lê=160|0.5 khuc=80|1 chép=160|1 khúc=100	03120|0415|055.95|091.3|102.55|111.1|128|130.25|14300|1598|1655|180.2
314	WS54733	1 gói=14|1 hộp to=40|5 cái=30|1 phục vụ	03275|040.15|0677.5|071|0851|127.6|130.2|1454.5|1530|170.9
315	WS50076	100 gram	0328|041.9|050.4|065.65|072|081.25|090.05|100.05|110.2|1272|130.9|14230|1523|1741
316	WS94520	1 túi=170|1 bát=100|10 chip=12|1 ly	03270|044.95|056.1|0681
317	WS308810		03315|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
318	WS83100		03380|04205|0525|06240
319	WS55451		03760|0417.5|0514.5
320	WS48319		03265|04115|0563.5|0670.5
321	WS29940	1 phục vụ=48|2 cái=125|2 chiếc=125|2 cái rán=160	03345|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
322	WS100972		0351
323	WS246516		03240|0411|0523.5|0616.5
324	WS94518	1 bánh=55	03390|044.25|0510|0671|070.7|0835.5|092.65|105.75|111.25|1211|134.05|1471|15310
325	WS150988	1 lon=330|1 chén nhỏ=180|2 chén lớn=710|1 ly	0341.5|040.45|063.55|124|1427|154
326	WS139944	0.5 gan=22|0.5 cái	03120|0417|054.85|060.75|091.55|101.25|111.3|128|139|14230|1571|16345|1718
327	WS37966	0.3 Cúp bóng đá=24.5|1 ly	03360|0412|056.9|0669.5|0710|081.5|091.35|102.35|112.55|12350|1324.5|14365|15220
328	WS78262		0324.5
329	WS73990		03320|0423.5|052.4|0646
330	WS99448		03135|0444|0534|06120
331	WS39016	1 trung=44|1 nhỏ=38|1 lớn=50|1 cực lớn=56|1 vừa=44|1 miếng=30|1 quả trứng rán=44|2 lòng trắng=44|1 ly	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
332	WS99448		03135|0444|0534|06120
333	WS127356	32 đậu phộng=28|1 ly	03590|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
334	WS143388		03140
335	WS150774		03385|04595|05150|064950
336	WS112629		03110
337	WS308810		03315|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
338	WS109528		0397.5
339	WS101540	1 lát=28|0.9 gói (tan chảy)=155	03285|0422|0520.5|064.4|080.6|0911|104.85|110.5|12730|130.25|1495|15650|1654|180.4
340	WS160663		03325|0410|057.35|0659.5
341	WS83169		03155
342	WS102817		03260|0423|0517.5|0622
343	WS25450	1 trung=61|1 lớn (7-21 cm)=72|1 nhỏ (14 cm)=50|1 chén (dải hoặc lát)=120|1 dải đất lớn (8 cm)=7|1 vừa dải (dải hoặc lát)=4|1 lát=3|1 củ=61	0341|040.95|050.25|069.6|072.8|084.75|090.05|110.1|1233|130.3|14320|1569|175.9
344	WS46284		0385.5
345	WS42373		0349.5
346	WS61233	1 ly|1 chén nhỏ=180|1 chén lớn=355	0371|043.25|051|0612.5|070.5|089.95|090.6|100.3|110.05|12115|130.25|14170|1561|163|170.9|181.1
347	WS56030	1 vừa nêm (1/8 dưa)=69|1 nhỏ nêm (1/8 dưa)=55|0.5 nhỏ (khoảng 11 cm)=220|1 lớn nêm (1/8 dưa)=100|1 trung bình (khoảng 12 cm)=550|1 lớn (khoảng 16 cm)=815|10 dưa vàng bóng (khoảng 11 cm)=140	0334|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
348	WS305590		03580|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
349	WS109126		0323.5
350	WS109861		0334.5|0445.5|066
351	WS100972		0351
352	WS88643		03230
353	WS120610		03300|0412.5|0523|0660
354	WS46812	1 miếng=100|1 ly	0369|044.75|050.55|0617|075.6
355	WS48191		03350
356	WS54740	1 muỗng canh=13	03900|05100|0939|1045|1111|1695|182.5
357	WS308810		03315|041.8|050.2|0681.5|070.1|0857.5|090.05|100.1|110.05|123|130.25|145|1580
358	WS163375		03105
359	WS59516		0358|0419.5|054.35|0615
360	WS54599		0317.5
361	WS44923		03170
362	WS42929		03135
363	WS100972		0351
364	WS78726	5 vòng bánh=16|1 hình chữ nhật=4|5 miếng=4|1 goi nho=40	03455|048.95|0517.5|0667.5|073.7|0814|092.75|104.3|119.25|1281|134.7|14205|15785
365	WS56028		0348
366	WS150945	0.2 Cúp=24|1 ly	03430|0422|0515.5|0650.5|0852|090.5|100.2|110.05|121250|130.3|141800|15535|1620|176.8
367	WS29271	1 bánh=40|1 bánh (15 cm)=73	03260|045.3|056.9|0638.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
368	WS97881		03200|0419|0514
369	WS39354		0348.5
370	WS280088		03135
371	WS54607		03110|041.3|0624
372	WS55136	1 trung=44|1 lớn=50|1 nhỏ=38|1 cực lớn=56|1 muỗng canh=8.5	03155|0412.5|0510.5|061.1|081.1|093.25|104.1|111.4|1250|131.2|14125|15125|16375|182.2
373	WS42371		03205
374	WS115281		03425|046.95|0531.5|0657
375	WS128118		0368
376	WS111229		03125|042|055.1|068.65
377	WS160666		03210
378	WS139944	0.5 gan=22|0.5 cái	03120|0417|054.85|060.75|091.55|101.25|111.3|128|139|14230|1571|16345|1718
379	WS52732		0374|043.6|052.7|067.75
380	WS149008		0321|0413.5|0633.5
381	WS109865		03155
382	WS160687		03150|0426.5|053.95|0620
383	WS261644	1 muỗng canh=14|1 muỗng cà phê=4|1 ly=225	03715|040.2|0580|060.75|0914|1036.5|1126.5|123|1417|15655|170.1
384	WS94524		03345
385	WS40826		0342
386	WS48233	10 chip=12|1 ly=34|1 túi=170	03470|047.1|0521|0667|075.9|080.2|094.15|104.8|1111|1221|131.35|141750|15490|1725.5
387	WS42371		03205
388	WS86359		03100|042.85|051.6|065.25
389	WS57628	1 chén lớn=355|1 chén nhỏ=180|1 ly	0352|042.6|051.95|066.05|070.3|080.55|090.55|100.85|110.55|129|131.35|1444|15705|1611
390	WS50413	1 trung=195|0.5 lớn=160|1 nhỏ=120|0.5 lát=5|2.2 chén (thái lát)=250	0320|040.9|050.3|064.3|071.4|082.6|090.05|110.15|1227|130.35|14190|151|175.5
391	WS54741	100 gram	0384|045.35|050.2|0615.5|075.5|085.95|090.05|110.1|1227|131.55|14270|153|1714
392	WS120610		03300|0412.5|0523|0660
393	WS143764		03195
394	WS109129		03120|048.3|051|0610
395	WS160529		03405|0413|0528.5|0618
396	WS160666		03210
397	WS37393		03250
